Wall time,Step,Value
1769950203.2221506,10,-63.561317443847656
1769950208.6207309,20,-68.05899047851562
1769950214.0324044,30,-67.97160339355469
1769950219.3855011,40,-66.92103576660156
1769950224.6499155,50,-66.87749481201172
1769950229.9221087,60,-67.04100036621094
1769950235.3276055,70,-64.42080688476562
1769950240.7844515,80,-65.82171630859375
1769950246.2610047,90,-66.76470947265625
1769950251.8923502,100,-68.76241302490234
1769950257.4562213,110,-65.98198699951172
1769950263.0629222,120,-64.29230499267578
1769950268.3409348,130,-66.44058990478516
1769950273.598591,140,-65.71089935302734
1769950278.9014366,150,-66.05918884277344
1769950284.2930434,160,-65.47118377685547
1769950289.6364608,170,-65.37834167480469
1769950295.0662344,180,-64.60479736328125
1769950300.661713,190,-64.01124572753906
1769950305.8279068,200,-63.44678497314453
1769950311.250006,210,-66.91116333007812
1769950316.541174,220,-64.47943115234375
1769950321.6997259,230,-65.29238891601562
1769950327.1908667,240,-62.38440704345703
1769950332.231752,250,-64.74751281738281
1769950337.5673358,260,-62.115943908691406
1769950342.8612924,270,-62.80913162231445
1769950348.2432082,280,-63.03927230834961
1769950353.5967937,290,-64.2874755859375
1769950358.9328508,300,-64.5380630493164
1769950364.0644424,310,-63.157772064208984
1769950369.3494246,320,-63.52899169921875
1769950374.4307485,330,-61.20625305175781
1769950379.6656213,340,-62.56147766113281
1769950384.7431843,350,-62.602088928222656
1769950389.7773652,360,-63.005149841308594
1769950394.931133,370,-62.91490936279297
1769950400.192451,380,-62.0536994934082
1769950405.2744265,390,-63.16547775268555
1769950410.5596135,400,-61.86650085449219
1769950415.9669054,410,-61.026920318603516
1769950421.2967744,420,-60.376583099365234
1769950426.720578,430,-62.42588424682617
1769950432.2244844,440,-61.52293014526367
1769950437.567082,450,-59.36847686767578
1769950442.8834317,460,-60.8916130065918
1769950448.1084275,470,-59.77315139770508
1769950453.4131415,480,-59.87710189819336
1769950458.7120743,490,-58.89006042480469
1769950463.9324424,500,-58.894004821777344
1769950469.1891725,510,-60.13373947143555
1769950474.428795,520,-58.41023254394531
1769950479.6803167,530,-58.5827522277832
1769950484.9914277,540,-57.98360061645508
1769950490.306217,550,-58.32016372680664
1769950495.506364,560,-58.68341827392578
1769950500.5503824,570,-56.90922546386719
1769950505.8893795,580,-57.8120231628418
1769950511.08974,590,-56.882259368896484
1769950516.4112082,600,-55.815067291259766
1769950521.7693028,610,-56.145835876464844
1769950527.074268,620,-56.3864631652832
1769950532.3129413,630,-55.11948776245117
1769950537.5843823,640,-54.99943923950195
1769950542.8874135,650,-54.77625274658203
1769950548.0512922,660,-54.62889099121094
1769950553.3168886,670,-54.07938766479492
1769950558.8321,680,-53.071388244628906
1769950564.3349197,690,-53.55539321899414
1769950569.7932918,700,-53.60734939575195
1769950575.1281095,710,-53.018733978271484
1769950580.376306,720,-52.44050598144531
1769950585.699911,730,-51.739078521728516
1769950590.82336,740,-50.96754455566406
1769950596.0318756,750,-51.73782730102539
1769950601.4048464,760,-50.801612854003906
1769950606.7146206,770,-50.51219177246094
1769950612.056069,780,-50.77599334716797
1769950617.303283,790,-49.61077880859375
1769950622.7332518,800,-49.603275299072266
1769950627.8812447,810,-48.983951568603516
1769950633.067663,820,-49.0231819152832
1769950638.305575,830,-48.5908088684082
1769950643.521134,840,-48.595062255859375
1769950648.6220481,850,-48.26951217651367
1769950653.9477098,860,-48.49773406982422
1769950659.3408995,870,-47.84324645996094
1769950664.6573617,880,-48.23830032348633
1769950669.9531438,890,-48.02284240722656
1769950675.232171,900,-48.050838470458984
1769950680.7564223,910,-47.382362365722656
1769950686.148293,920,-46.80614471435547
1769950691.5068746,930,-47.74085235595703
1769950696.8714707,940,-46.51261520385742
1769950702.2523727,950,-46.662845611572266
1769950707.6396222,960,-46.55662536621094
1769950713.157033,970,-45.9498405456543
1769950718.650084,980,-45.52956008911133
1769950723.8745651,990,-46.121360778808594
1769950728.8717704,1000,-46.1541862487793
1769950734.266342,1010,-45.34099578857422
1769950739.5286486,1020,-45.73754119873047
1769950744.7120798,1030,-45.26231002807617
1769950749.975717,1040,-45.4218864440918
1769950755.2738585,1050,-44.92330551147461
1769950760.6316712,1060,-44.337100982666016
1769950766.0915244,1070,-44.19950485229492
1769950770.5760434,1080,-45.000335693359375
1769950774.6604304,1090,-43.95568084716797
1769950779.2376938,1100,-44.40520095825195
1769950783.8915575,1110,-44.11760711669922
1769950788.0170634,1120,-43.86298751831055
1769950791.8420596,1130,-44.105506896972656
1769950796.1217299,1140,-44.331085205078125
1769950799.528325,1150,-43.94014358520508
1769950803.0476377,1160,-43.83662796020508
1769950807.4878094,1170,-43.93708419799805
1769950811.7256017,1180,-43.70687484741211
1769950815.8146167,1190,-43.3708381652832
1769950819.9637806,1200,-43.13008499145508
1769950823.5950382,1210,-42.85487747192383
1769950827.7098463,1220,-43.48497772216797
1769950831.5222828,1230,-43.11152267456055
1769950836.2584386,1240,-42.867488861083984
1769950840.5953388,1250,-43.34404373168945
1769950844.903147,1260,-42.965850830078125
1769950848.4282334,1270,-42.960609436035156
1769950852.7448938,1280,-42.49449920654297
1769950856.6489995,1290,-42.602325439453125
1769950860.5868368,1300,-42.561058044433594
1769950863.8439088,1310,-42.83082962036133
1769950868.2587876,1320,-42.729312896728516
1769950872.619853,1330,-42.165008544921875
1769950876.1690009,1340,-42.116539001464844
1769950879.757721,1350,-41.90361022949219
1769950883.996617,1360,-41.81019973754883
1769950887.3970118,1370,-42.00419616699219
1769950891.7271175,1380,-41.8686637878418
1769950895.5437465,1390,-42.107357025146484
1769950900.0896103,1400,-41.81028747558594
1769950903.9640589,1410,-41.70988082885742
1769950908.959457,1420,-41.855289459228516
1769950912.2111094,1430,-41.831512451171875
1769950917.2536352,1440,-41.58786392211914
1769950922.1917136,1450,-41.582313537597656
1769950925.8926456,1460,-41.42110061645508
1769950930.2517717,1470,-41.75284194946289
1769950934.0356135,1480,-41.76114273071289
1769950937.9378886,1490,-41.31207275390625
1769950942.2629175,1500,-41.31557846069336
1769950946.3896859,1510,-41.43458557128906
1769950950.4673598,1520,-41.425148010253906
1769950954.4282954,1530,-41.258583068847656
1769950958.375393,1540,-41.15650177001953
1769950961.5255013,1550,-41.464332580566406
1769950965.5365183,1560,-40.95085525512695
1769950969.1332881,1570,-40.91869354248047
1769950973.8268108,1580,-41.447635650634766
1769950977.6293805,1590,-41.19795608520508
1769950981.2570097,1600,-41.33607482910156
1769950985.480741,1610,-41.0550651550293
1769950988.7436924,1620,-41.166168212890625
1769950992.815602,1630,-41.255062103271484
1769950996.552939,1640,-41.17011642456055
1769950999.8902102,1650,-40.9993782043457
1769951003.232213,1660,-40.95173263549805
1769951006.4862483,1670,-40.87551498413086
1769951009.8462577,1680,-40.850563049316406
1769951014.5116837,1690,-40.979557037353516
1769951018.4152129,1700,-40.993492126464844
1769951021.959962,1710,-41.23634338378906
1769951025.4567332,1720,-41.076576232910156
1769951029.051942,1730,-40.72710418701172
1769951032.576559,1740,-41.00844192504883
1769951035.953497,1750,-40.84202575683594
1769951039.4785435,1760,-41.20204162597656
1769951042.8157096,1770,-40.73519515991211
1769951046.2454221,1780,-40.89762496948242
1769951049.571736,1790,-41.19776916503906
1769951052.999192,1800,-40.796783447265625
1769951056.3832617,1810,-41.10935592651367
1769951059.8467166,1820,-40.60707473754883
1769951063.4884648,1830,-40.789920806884766
1769951067.6067395,1840,-40.85478591918945
1769951071.4531338,1850,-40.69655227661133
1769951076.7748735,1860,-41.023563385009766
1769951082.2690494,1870,-41.09172439575195
1769951087.5694315,1880,-40.931617736816406
1769951093.034377,1890,-40.62350082397461
1769951098.1176348,1900,-40.50960159301758
1769951103.4396524,1910,-40.836551666259766
1769951108.285725,1920,-40.883209228515625
1769951113.4649866,1930,-40.79185104370117
1769951117.9942906,1940,-40.66087341308594
1769951122.746219,1950,-40.47108840942383
1769951127.25171,1960,-40.625
1769951131.3436296,1970,-40.90115737915039
1769951134.5747805,1980,-40.72676467895508
1769951138.0145974,1990,-40.52690505981445
1769951141.3079457,2000,-40.68971633911133
1769951146.2977881,2010,-41.00477600097656
1769951150.8785644,2020,-40.273250579833984
1769951154.9917886,2030,-40.55518341064453
1769951159.2194288,2040,-40.69404220581055
1769951163.0210328,2050,-40.60810089111328
1769951168.3367105,2060,-40.604000091552734
