Wall time,Step,Value
1770118931.0154192,10,-102.60713958740234
1770118935.6178446,20,-112.22125244140625
1770118941.0448673,30,-110.5346450805664
1770118947.2949445,40,-110.46333312988281
1770118952.0353699,50,-110.60968017578125
1770118956.2959623,60,-109.95393371582031
1770118961.6076012,70,-104.77442932128906
1770118967.1681843,80,-109.7345962524414
1770118972.4315372,90,-113.37738800048828
1770118977.6927054,100,-110.15660858154297
1770118982.761794,110,-108.35136413574219
1770118987.7464182,120,-109.00174713134766
1770118992.6543357,130,-107.3638916015625
1770118997.7459364,140,-109.56293487548828
1770119002.8304207,150,-106.3106689453125
1770119007.7215528,160,-109.77268981933594
1770119012.8332963,170,-106.90158081054688
1770119017.9469373,180,-104.7479248046875
1770119022.914713,190,-104.28598022460938
1770119027.7979593,200,-109.94556427001953
1770119032.7562344,210,-105.38250732421875
1770119037.713622,220,-105.8857192993164
1770119042.808515,230,-102.81863403320312
1770119047.7601283,240,-106.43109130859375
1770119052.8882613,250,-101.84429931640625
1770119058.0065553,260,-102.25497436523438
1770119063.7894392,270,-103.95260620117188
1770119069.3533916,280,-106.20761108398438
1770119074.725652,290,-103.61736297607422
1770119080.036859,300,-101.85514068603516
1770119085.514776,310,-100.42639923095703
1770119091.2726614,320,-101.884033203125
1770119097.399759,330,-101.9073257446289
1770119103.8975294,340,-101.97529602050781
1770119110.613101,350,-102.9520263671875
1770119117.378843,360,-100.52510070800781
1770119123.8719378,370,-101.35675048828125
1770119130.5189328,380,-100.22946166992188
1770119137.0376194,390,-97.35813903808594
1770119143.6215374,400,-96.93759155273438
1770119150.1810231,410,-97.78028106689453
1770119156.6455498,420,-96.30302429199219
1770119163.2414696,430,-96.15007019042969
1770119170.0005286,440,-96.36971282958984
1770119176.7191823,450,-95.49357604980469
1770119183.3646445,460,-94.2442398071289
1770119190.060208,470,-94.1349868774414
1770119196.6536076,480,-92.98558044433594
1770119203.3971527,490,-91.87056732177734
1770119209.9871058,500,-91.58881378173828
1770119216.4961903,510,-90.87667083740234
1770119223.125855,520,-91.49429321289062
1770119229.8603437,530,-91.34796905517578
1770119236.55497,540,-88.97340393066406
1770119243.1542602,550,-90.114501953125
1770119249.8123791,560,-88.16471862792969
1770119256.3131278,570,-87.43500518798828
1770119262.8117158,580,-87.04427337646484
1770119269.312769,590,-87.0582504272461
1770119275.888858,600,-85.98184204101562
1770119282.5182724,610,-85.1102523803711
1770119288.9482987,620,-84.68033599853516
1770119295.4599526,630,-84.5331802368164
1770119301.8954856,640,-83.718017578125
1770119308.314621,650,-82.92776489257812
1770119314.9594953,660,-83.49185943603516
1770119321.7116103,670,-82.51042938232422
1770119330.8234358,680,-81.96147918701172
1770119340.0719967,690,-80.5023422241211
1770119349.4693518,700,-80.41683959960938
1770119358.7005723,710,-80.8475112915039
1770119368.0795763,720,-80.13104248046875
1770119377.372926,730,-79.72149658203125
1770119386.9205983,740,-79.2618179321289
1770119396.1139603,750,-78.33818054199219
1770119405.5909085,760,-79.22889709472656
1770119415.0399904,770,-77.5699234008789
1770119424.730475,780,-77.54251861572266
1770119433.915722,790,-77.22897338867188
1770119443.3584735,800,-76.78998565673828
1770119452.5134182,810,-76.43197631835938
1770119461.7278957,820,-76.91386413574219
1770119471.0535185,830,-76.19903564453125
1770119480.3763213,840,-75.68907165527344
1770119490.0466082,850,-76.24951171875
1770119499.495926,860,-75.50108337402344
1770119508.8411462,870,-75.56624603271484
1770119517.5843072,880,-74.91319274902344
1770119526.0014172,890,-74.09715270996094
1770119535.2455187,900,-74.0661849975586
1770119544.3224847,910,-73.75702667236328
1770119551.2841814,920,-73.27616882324219
1770119558.1576774,930,-73.42239379882812
1770119564.9382432,940,-73.06295776367188
1770119571.916119,950,-73.26759338378906
1770119578.69772,960,-72.8702163696289
1770119585.3589633,970,-72.66018676757812
1770119592.0213516,980,-72.29173278808594
1770119598.6850724,990,-72.95887756347656
1770119605.6502216,1000,-72.24227905273438
1770119612.441784,1010,-72.34870147705078
1770119619.13907,1020,-71.5502700805664
1770119625.729907,1030,-71.49230194091797
1770119632.3053274,1040,-71.75605773925781
1770119639.0461414,1050,-71.48820495605469
1770119647.6491003,1060,-71.64649963378906
1770119656.3808942,1070,-71.04515075683594
1770119664.9406774,1080,-71.10799407958984
1770119674.138742,1090,-71.07383728027344
1770119683.736123,1100,-70.85995483398438
1770119693.111605,1110,-71.0010757446289
1770119702.3407848,1120,-70.32170104980469
1770119711.6902115,1130,-70.63639831542969
1770119721.1240633,1140,-70.58708953857422
1770119730.5930784,1150,-70.18236541748047
1770119740.0717878,1160,-70.4887466430664
1770119749.3859038,1170,-70.33622741699219
1770119758.7209527,1180,-69.71220397949219
1770119768.0893528,1190,-70.20268249511719
1770119777.6944964,1200,-70.44364929199219
1770119787.356582,1210,-69.73629760742188
1770119796.6942766,1220,-69.3432846069336
1770119806.016153,1230,-69.49413299560547
1770119815.2287111,1240,-69.56814575195312
1770119824.752716,1250,-69.64035034179688
1770119834.1955152,1260,-69.53865051269531
1770119843.5177863,1270,-69.3222427368164
1770119852.9010537,1280,-68.9615707397461
1770119861.7118616,1290,-68.88751983642578
1770119870.5170004,1300,-68.99369049072266
1770119879.3491535,1310,-68.9279556274414
1770119888.5224357,1320,-69.09819030761719
1770119897.861957,1330,-68.93939208984375
1770119906.8746037,1340,-68.71292877197266
1770119915.120837,1350,-69.19368743896484
1770119923.518897,1360,-68.8650131225586
1770119931.9093022,1370,-68.95279693603516
1770119940.2631192,1380,-68.89983367919922
1770119948.073575,1390,-68.69815063476562
1770119955.9005556,1400,-68.91190338134766
1770119963.5351512,1410,-68.82823181152344
1770119970.581939,1420,-68.69859313964844
1770119977.9092662,1430,-68.27677917480469
1770119985.2772982,1440,-68.51527404785156
1770119992.6918867,1450,-68.481201171875
1770120000.3999054,1460,-68.59398651123047
1770120007.8520653,1470,-68.21232604980469
1770120015.2186234,1480,-68.51573181152344
1770120022.8918679,1490,-68.72184753417969
1770120030.380837,1500,-68.26229095458984
1770120037.9494064,1510,-68.11251068115234
1770120045.4705882,1520,-68.36766052246094
1770120053.0227964,1530,-68.5615234375
1770120060.5414321,1540,-68.189208984375
1770120068.2641625,1550,-67.56401824951172
1770120076.3869042,1560,-68.2453384399414
1770120084.2221558,1570,-68.36013793945312
1770120091.9243217,1580,-68.35929107666016
1770120099.2381523,1590,-68.46041870117188
1770120106.4334738,1600,-68.22467803955078
1770120113.7278454,1610,-67.8862533569336
1770120121.1023004,1620,-68.4820556640625
1770120128.4466257,1630,-68.20710754394531
1770120135.6776903,1640,-67.73446655273438
1770120142.9509654,1650,-67.90612030029297
1770120150.3086128,1660,-68.35992431640625
1770120157.5076158,1670,-68.33647918701172
1770120164.8771589,1680,-67.85494232177734
1770120172.1563005,1690,-68.10225677490234
1770120179.3425817,1700,-68.32586669921875
1770120186.4492297,1710,-68.05876922607422
