Wall time,Step,Value
1770123987.8181336,10,-180.22067260742188
1770123994.5633543,20,-183.34286499023438
1770124001.298697,30,-180.46412658691406
1770124008.136643,40,-177.27804565429688
1770124014.898887,50,-182.48284912109375
1770124021.5616755,60,-178.34010314941406
1770124028.2804377,70,-166.5618438720703
1770124034.863329,80,-169.3970184326172
1770124041.5284014,90,-179.4724884033203
1770124048.2091126,100,-170.1895294189453
1770124054.840827,110,-171.1868133544922
1770124061.5035326,120,-168.13229370117188
1770124068.322025,130,-164.05783081054688
1770124075.1079273,140,-165.76004028320312
1770124082.2586434,150,-158.88644409179688
1770124089.3122115,160,-163.4537353515625
1770124096.4641442,170,-156.84109497070312
1770124103.1164124,180,-153.6387481689453
1770124109.6983795,190,-150.48141479492188
1770124116.2142298,200,-162.58213806152344
1770124122.607898,210,-151.54220581054688
1770124129.0011067,220,-149.7677764892578
1770124135.3895876,230,-146.52809143066406
1770124141.857398,240,-151.0486602783203
1770124148.3955042,250,-145.5452423095703
1770124154.9140246,260,-141.0633544921875
1770124161.4574168,270,-146.07530212402344
1770124168.0079017,280,-146.8237762451172
1770124174.4766197,290,-139.82977294921875
1770124180.9246178,300,-139.31195068359375
1770124187.2589946,310,-133.41357421875
1770124193.7906632,320,-135.44528198242188
1770124200.189149,330,-130.8674774169922
1770124206.6316948,340,-135.27391052246094
1770124213.163529,350,-131.4606475830078
1770124219.5697587,360,-126.6410140991211
1770124226.1158469,370,-127.92301940917969
1770124232.4817607,380,-124.42196655273438
1770124238.9411576,390,-120.48661804199219
1770124245.423941,400,-124.91514587402344
1770124251.8972206,410,-120.15505981445312
1770124258.4275546,420,-119.4853286743164
1770124264.859551,430,-116.20921325683594
1770124271.4150958,440,-117.0647201538086
1770124277.710672,450,-114.7320556640625
1770124284.1707146,460,-112.11309051513672
1770124290.655845,470,-109.2894287109375
1770124297.0409777,480,-111.35488891601562
1770124303.412763,490,-108.5758285522461
1770124309.784692,500,-107.95408630371094
1770124316.1143003,510,-108.09465026855469
1770124322.54471,520,-107.07613372802734
1770124329.077547,530,-107.88160705566406
1770124335.620002,540,-104.06056213378906
1770124342.2227151,550,-104.7020034790039
1770124348.503247,560,-101.72423553466797
1770124355.005754,570,-101.09529876708984
1770124361.604712,580,-100.50062561035156
1770124368.121113,590,-101.73418426513672
1770124374.6618023,600,-101.21952056884766
1770124381.1830776,610,-99.73081970214844
1770124387.6339462,620,-99.2645492553711
1770124394.1092916,630,-97.83072662353516
1770124400.8078856,640,-99.25956726074219
1770124407.3492358,650,-97.03009796142578
1770124413.8324363,660,-97.43148803710938
1770124420.3168147,670,-95.9513931274414
1770124426.8264222,680,-94.86503601074219
1770124433.322009,690,-94.51091766357422
1770124439.879488,700,-95.52628326416016
1770124446.2484565,710,-96.26537322998047
1770124452.6359196,720,-94.51637268066406
1770124459.0267277,730,-94.3937759399414
1770124465.524633,740,-94.87567138671875
1770124472.022953,750,-93.50491333007812
1770124478.3864877,760,-93.99181365966797
1770124484.6254385,770,-92.30289459228516
1770124491.0523708,780,-92.8427505493164
1770124497.4066064,790,-91.80829620361328
1770124503.894059,800,-92.35999298095703
1770124510.2643611,810,-91.865478515625
1770124516.6092246,820,-92.1719970703125
1770124522.92828,830,-91.18765258789062
1770124529.3280532,840,-91.99935150146484
1770124535.7295668,850,-91.0966796875
1770124542.1093676,860,-91.29590606689453
1770124548.4985325,870,-90.37049102783203
1770124554.9212568,880,-91.30830383300781
1770124561.3498523,890,-89.30069732666016
1770124567.8293855,900,-89.82856750488281
1770124574.282885,910,-90.29531860351562
1770124580.671828,920,-90.0517349243164
1770124587.1979532,930,-89.85223388671875
1770124593.656672,940,-89.62605285644531
1770124600.2089422,950,-88.76264953613281
1770124606.58916,960,-90.24380493164062
1770124612.9867194,970,-90.05396270751953
1770124619.4191759,980,-88.09114837646484
1770124625.9811711,990,-88.60147094726562
1770124632.4800444,1000,-88.79814910888672
1770124638.9941885,1010,-88.38694763183594
1770124645.467654,1020,-87.71533966064453
1770124651.975608,1030,-88.03569030761719
1770124658.4330416,1040,-87.549072265625
1770124664.9687955,1050,-88.70388793945312
1770124671.43537,1060,-87.9161376953125
1770124678.0326474,1070,-87.95982360839844
1770124684.5548706,1080,-87.85254669189453
1770124690.9657032,1090,-87.76632690429688
1770124697.422297,1100,-87.9426498413086
1770124703.8143687,1110,-87.44274139404297
1770124710.3532605,1120,-87.97904968261719
1770124716.8864648,1130,-87.19427490234375
1770124723.2108903,1140,-86.52533721923828
1770124729.0885038,1150,-86.83009338378906
1770124734.921907,1160,-86.9261474609375
1770124740.7272336,1170,-86.49446868896484
1770124746.5627613,1180,-87.4722671508789
1770124752.3733513,1190,-85.91171264648438
1770124758.2147799,1200,-86.58444213867188
1770124764.0610301,1210,-86.95415496826172
1770124769.4176679,1220,-85.70381927490234
1770124774.710866,1230,-86.68519592285156
1770124780.0175872,1240,-85.9071273803711
1770124785.3047142,1250,-85.65853118896484
1770124790.7249045,1260,-86.0186767578125
1770124796.0537882,1270,-85.15614318847656
1770124801.3649635,1280,-86.64730072021484
1770124806.666602,1290,-85.89083099365234
1770124811.8758674,1300,-85.03850555419922
1770124816.9853797,1310,-84.89778900146484
1770124822.0090048,1320,-85.65052032470703
1770124827.1316469,1330,-85.69542694091797
1770124832.1602125,1340,-85.49699401855469
1770124837.3141828,1350,-86.04258728027344
1770124842.3980658,1360,-85.130615234375
1770124847.5371537,1370,-84.8759765625
1770124852.5755684,1380,-85.42263793945312
1770124857.6689255,1390,-85.29634857177734
1770124862.7658978,1400,-85.15438079833984
1770124867.8740633,1410,-85.07156372070312
1770124873.0261579,1420,-85.3927001953125
1770124878.2143412,1430,-84.86441802978516
1770124883.3190992,1440,-85.41568756103516
1770124888.2463422,1450,-84.58841705322266
1770124893.192614,1460,-84.60655975341797
1770124898.2035418,1470,-84.6117172241211
1770124903.4592443,1480,-83.89405059814453
1770124908.609011,1490,-84.98477172851562
1770124913.7379127,1500,-85.67045593261719
1770124918.8557239,1510,-84.87754821777344
1770124923.9909365,1520,-85.03501892089844
1770124929.07472,1530,-84.20437622070312
1770124934.2291896,1540,-84.44970703125
1770124939.326599,1550,-84.91159057617188
1770124944.5671709,1560,-84.59136199951172
1770124949.7527094,1570,-84.76261901855469
1770124955.0070486,1580,-84.19807434082031
1770124960.1398773,1590,-84.21736907958984
1770124965.4059231,1600,-84.5118637084961
1770124970.4980807,1610,-83.84425354003906
1770124975.6446111,1620,-84.31414031982422
1770124980.6991243,1630,-84.75421142578125
1770124985.61652,1640,-83.9161376953125
1770124990.484525,1650,-84.31163787841797
1770124995.397486,1660,-83.95568084716797
1770125000.4193485,1670,-84.59931182861328
1770125005.5263166,1680,-84.23660278320312
1770125010.7055352,1690,-84.41266632080078
1770125015.8825154,1700,-84.25303649902344
1770125021.1673565,1710,-84.11271667480469
1770125026.4685097,1720,-84.879150390625
1770125031.7302563,1730,-83.86400604248047
1770125036.9500785,1740,-83.7953109741211
1770125042.2711031,1750,-84.12239074707031
1770125047.5393727,1760,-83.7484359741211
1770125052.8214035,1770,-84.14523315429688
1770125058.174173,1780,-83.55436706542969
1770125063.5412147,1790,-84.17017364501953
1770125068.991199,1800,-83.80908203125
1770125074.2829714,1810,-83.38584899902344
1770125079.6089792,1820,-83.62040710449219
1770125084.8614318,1830,-83.32197570800781
1770125090.0406065,1840,-83.20917510986328
1770125095.2463696,1850,-83.76264953613281
